"restaurant_name","restaurant_url","restaurant_user_name","restaurant_user_comments"
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Derek R.","I don't know what happened last night, but we'll never be back. Had an 8pm reservation. After being seated nothing happened. No one said a word to us. No quick hello. No drink order. No ""be right with you"". Sat there until 8:15, and this place isn't that big. I know 15 minutes doesn't sound like a long time but when you are just sitting there in a tiny room, believe me, it is. Started to get worried that no one around us had food. When I thought a server was finally coming to us she stopped at a table next to us that had been seated at least 30 minutes and asked if they were ready to order. Nope. We had a show to go to and this almost hijacked the whole evening. We left.
By the way, quick note, take this as you will. A young poorly dressed couple came in when we were waiting. Like, girl was wearing a Rugrats T-shirt. They looked scruffy but seemed like a nice couple looking for a date night. They asked if there was a table available and the girl said no, fully booked all night. Literally a minute later a better dressed older couple comes in, asks same question, gets told there's a 20 minute wait. My wife and I were like ""hmm, that just happened"". I imagine some might like they do this, protecting their otherwise nice ambiance, but watching it happen was off-putting to us."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Mia Z.","I firmly believe this is one of the best Italian, well Sicilian restaurants in town! Everything on the menu is goooood. We got sardine pasta and tonight's special scallop spicy tomato sauce linguini. AMAZING.
Then we had Panna cotta and tiramisu for dessert. Such a lovely place. Perfect for dates and important anniversaries."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Victoria Y.","La Fontana Siciliana is the best restaurant I've ever been to! The staff was so welcoming and friendly. They all went above and beyond for my boyfriend and I while we dined. Our server, Ray, was very kind and attentive. We were from out of town and he gave us great recommendations on what to order as well as other things to do around Seattle. The owner, Mario, served us our food as well as dessert. My boyfriend ordered Chicken Marsala with pasta and I ordered the Fettuccini Ai Funghi. Both dishes were incredible. We got a cannoli and tiramisu for dessert, and both were phenomenal. I can't recommend this restaurant enough! It is a must."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Heidi M.","My husband had been wanting to take me here for years, but I could never find anything on their menu (online viewing) that I thought I would enjoy.
We came in on New Years eve, without a reservation. After waiting about 5 minutes, we were seated at a cozy table in the corner.
We started with the arugula salad and soup of the evening, which was a white squash soup..super tasty.
As our main entree, we ordered their two specials. One was lobster fettuccini and the other was Osso Bucco with risotto! OGM..both were outstanding!!
We brought our own bottle of wine, but each enjoyed a delicious glass of champagne while our wine was breathing:)
Our server was great. The only thing I didn't like was the complementary bread...not my style...but everything else was AWSOME!
Can't wait to return!"
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Michael N.","Great little hole in the wall. If you want a near Italy-like experience, eat outside. The tree canopy and surrounding apartment complexes add to the experience as if you're actually in Italy. The service was excellent. Waiters and owner herself checked on our table frequently to make sure the food and experience was high in quality to which it was. You must go for the black linguine and smoked salmon. One thing that prevents this place from being a perfect 10 for me is that the surrounding area is full of questionable people. One example was a man who was offering free blowjobs. But being a great little hole in the wall, it really takes you away from all that noise even if the free blowjobs were waiting for you outside.
Food: 9/10
Dining experience: 9/10
Overall: 9/10"
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Jennifer G.","My boyfriend and I went here during a short weekend trip to Seattle so I can't say of it's the best Italian restaurant in town, but I have a hard time imaging what they could do better. Our server, Ray, was attentive and friendly. He seemed to genuinely like his job and even took time to talk to us about Seattle and give us some tips on places to check out.
The restaurant is definitely a small hole in the wall but the decor is nice and the tables were cozy without being cramped.
We started with the calamari which is served in an amazing pesto sauce. I had their fettuccine ai funghi. If you like mushrooms I'd definitely recommend it. My boyfriend ordered the tortellini in a meat sauce. It was yummy and super unique."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Shannon L.","This place is the perfect romantic date spot, although, for my first visit, I took my children. It has been open for 25 years. They have a piano player on Saturday nights who has been playing there for all 25 years. Apparently, the menu hasn't changed, either. I had mushroom risotto, which was delicious, and my daughter had cheese ravioli, also delicious. My son said it was the best cheesecake he's ever had in all 8 years of his life."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Ben C.","Note: I would say the restaurant is more of $$$ than $$ as your price per entree will likely be over $30 a person if you're going for the more decent dishes but not surprising as it seems like the spot is made for ambiance.
We got the bruschetta to start and two glasses of red wine. The bruschetta had a bit too much garlic and wasn't easy to eat as the bread is tough. Flavor-wise it wasn't bad but I don't know if strong garlic breath is what I wanted after this dinner.
For main entrees, we got the Risotto ai Funghi and a squid ink pasta topped with calamari and a few prawns. The risotto was the most expensive bowl of rice I have eaten. I did enjoy the flavor of the risotto though and it definitely is rich. However, I don't think it looked great so... presentation was a bit lacking. The squid ink pasta itself was mediocre at best. ""Meh"" was my thought after taking a few bites.
I did like the fact that they brought out a tray and explained the desserts before we decided on one. The tiramisu was a bit overly sweet and lacked more coffee notes.
Towards the end, I could see many tables start to leave while we did not get the check. We finished around 9 PM and stood up around 10 PM to walk up to the counter. It was only then that the wait staff asked us if we were ready to check out. Places like pho restaurants do that because service is not really a thing there. For a restaurant of this caliber, that can be pretty unacceptable and it made me uncomfortable as I did not want to flag someone down.
Overall not very impressed with the food portions or quality. Even though the spot was cute, my partner and I don't think we'd come back unfortunately as we've had much better for a more reasonable price in the area and more attentive service."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","muftia k.","Absolutely amazing! Food was perfection, staff was so genuinely friendly and accomodating. Hostess was so sweet and Mario was the best server we could ask for. Perfect place for a nice night out.
Thank you guys for such a great night!"
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Jason R.","Fantastic food! Quaint little Italian place. Family of four and every dish was incredible; even the plain old cheese ravioli - has a perfect sauce that takes it to the next level. Not a white table cloth, upscale place but that makes it feel better; like Itialy, you feel
loke you could get a bottle of vino and just eat for 45 mins on the amazing food while chatting with friends (or strangers at the next table). Wine pours were very generous and while it wasn't a typical name brand wine list the wines were very good. Outdoor seating wasn't available but I could envision amazing ambience if it were. Wait staff was very helpful with my teenagers that asked lots of questions, I felt like they wanted you to have a great experience.
Will be back for sure."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Jennie L.","On a rainy day in Seattle, my husband and I who are Canadian stumbled onto this place. We actually only picked it because it was quasi close to our hotel and we didn't want to be stumbling around in the dark, in the rain. We were glad we did. Really sweet and romantic place. Charming, with a intimate setting for a date night. Loved the chandelier. Our server was kind and quick, answering our questions about the menu and giving suggestions. Really great server. I decided on the home made linguini with smoked salmon in a lemon cream sauce. My husband ordered the spicy sausage penne with a tomato based sauce. I also ordered a glass of wine. I have to say, with the low prices to high quality wine in the stores, I was disappointed with the price per glass of wine. And no half liter house wine specials. This should be a given in a Italian restaurant. Prices were slightly high but in the acceptable range of what we were generally eating in Seattle. Definitely my pasta was the winner. Delicious springy noodles in a rich creamy lemony sauce with generous portions of salmon. My husbands pasta was pleasant enough and generous enough, but the home made noodles made my dish shine. Definitely worth a check if you are wanting a romantic date night."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","D R.","This place is awesome, everyone loved what they ordered and didn't think the price was that high for Seattle, if anything the waiter was clumsy at times (maybe first day?), But nothing a good meal can't fix, will definitely keep going more"
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Stan E.","Amazing food, incredible service. Treated like family. Best ravioli I've had. Server Ray is awesome, honestly above and beyond service - knows the menu and all of his recommendations were on point.
Thanks to everyone for making this a memorable night with great friends and fantastic food!
Cheers!"
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Conor S.","Delicious. Generous. Timely. This place delivered on all accounts. I went with two friends and none of us left disappointed. The service was friendly and quick. We were able to sit outside because of the good weather. I ordered risotto and it was so rich and delicious. I can't complain at all."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Yoona K.","Had high hopes because almost everything we tried in Seattle was good, but La Fontana Siciliana was just standard Italian for my liking. The outside area was super cute/beautiful for date night. They have tables surrounding a pretty fountain right next to the entrance of the restaurant. The interior is also very intimate and tiny. My seat was pretty uncomfortable because I was so close to the table behind me...
The food was good but nothing stood out where I wanted to come back. We ordered the Fettuccine ai Funghi and the Fettuccine del Bosco. The serving size was also pretty small compared to most other Italian places I've been to. Normally I will have to always take at least half of my pasta dish to go but this place made me feel like I needed to order more after my meal... The service was pretty slow and the waiter barely checked up on us. Food 3/5, Service 3/5. There seems to be a lot of other Italian places nearby. If you are visting Seattle like I was, I would recommend going to try somewhere else."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Geana N.","My husband and I brought my cousin who's visiting from out of town.
The restaurant is super intimate and radiates a rustic, authentic Italian restaurant. The space is small and the decor is of neutral stucco, with purposeful cracks in the walls that added to the old world Italy feel.
They have a piano, and at the the time we were there, they had a pianist playing. This is a very romantic space. You would not know this restaurant is located in Belltown because it's hidden behind tall gates where It appears that there is only a water feature. The restaurant is off to the side within the little courtyard.
We did enjoy the food. But it wasn't so super delicious that I will crave the meal again. Service was slow and unconventional particularly with the wine. They opened a bottle and put it on the table without asking anyone to taste it first. They didn't keep our water glasses refilled so we shared our water.
3 stars for the lovely atmosphere, good meal, slow and not up to par service staff for this type of restaurant."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Scott D.","In the pantheon of Italian restaurants in Seattle, this gem, just a stone's throw from Pike Place Market, is often overlooked and under-rated.
La Fontana Siciliana is a great example of understated elegance, from cooking to serving to the atmosphere of the place itself. Here you'll find true Old World Italian cuisine served by an impeccable waitstaff in a place with warm ambiance that is both comforting and elevating at the same time.
Pasta dishes are excellent, as are their entrees. Some highlights: Fettucine ai Funghi, Fettucini del Bosco, Pasta con le Sarde, and Pollo Marsala. Their risottos are also excellent.
La Fontana Siciliana is ideal for romantic casual dining, spending quality time with good friends, or before/after a concert or movie close by. Highly recommended for the cuisine, the service, and the atmosphere."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","Hope H.","Incredible experience. It seems this is one of the only more traditional Italian restaurants in downtown Seattle, which as a visitor without a car, I didn't want to go outside downtown. The atmosphere was romantic and wonderful. It's a small little restaurant so I'd imagine you'll need a reservation on a Friday and Saturday night. We had the soup of the day, a butternut squash bisque, and the garlic bread to start. The soup was to die for and was topped off with a great parmesan cheese and olive oil. Wonderful pairings. The garlic bread was delicious and great for dipping into the soup. We ordered veal and two pastas for our entrees and not a single plate had anything left on it after. Highly recommend the veal cannelloni which was the star of the night. Portions are of good size, so good that we couldn't even consider desert as we were full with delicious italian carbs."
"La Fontana Siciliana","https://www.yelp.com/biz/la-fontana-siciliana-seattle?osq=Italian+Food","CAScuba Y.","Rainy Monday nite, wander around per Yelp 4* recommendation. The place indeed felt like in Italy with the gentlemen talking loudly and singing around the room. Don't change a thing, it's awesome! Had a couple glass of delicious Scilian red accompanied by squid ink scallops risotto. There was a hint of sour in the pallet, could be the lemon or something, overall it was fantastic. Great homy Italian"
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Lawrence P.","Superlative experience, from the hostess, wait staff and food.
My girlfriend friend and I are pretty and snobby about our Italian food (being from the NY area). This place does not need to be graded on a curve.
We shared the arugula salad, suppli, burata, and clams. Maybe one dish too many but would not have been able to skip any of them in retrospect. And to make my gluttony worse, I could not get the ""polenta cake with gold pear"" from the dessert board off of my mind...so I indulged. I rarely order dessert but am so happy I did...tears of joy well up remembering it.
Well-seasoned food - rich where called for, appropriately spiced, etc.
ThIs was our thIrd or fourth time visiting. Always solid (hence the return trips) but this night was absolutely next level."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Candace H.","Bar Del Corso is a hidden gem of Beacon Hill! I can't believe I've driven past this place a bajillion times over 10 year and yet I have not once tried it until now. I came in on a Friday around 6:30pm for a casual date night - we only waited about 5 minutes till we got seated. I was encouraged to find a decent amount of people waiting inside the restaurant! Their interior feels homey and it's bustling with energy. I did find the noise level louder than a normal restaurant, but I liked how energetic the atmosphere felt.
What to order:
-FUNGHI PIZZA: if you're a shroom lover like me, then you'll love this pizza! Mushrooms and sausage! It also comes with pizza scissors so you can cut the slice to the size of your desire. Its wood-fired pizza too. The only little let down was that some bits of the bottom of the pizza was a little burnt. But the flavor on top was still great so I still ate it!
-FRIED RISOTTO BALLS: its got a great crisp, yet piping hot interior with melty mozzarella cheese in the middle. A great small plate to go with your meal!
-ARUGULA PEAR BALSAMIC SALAD: the balance of flavors and textures in this salad was refreshing and delicious. Pears were sweet and the cheese and arugula paired so well with it.
-GRILLED OCTOPUS: so tender and it felt like a mix between italian and spanish flavors. The sauce is delicious so I would be sure to order a side of housemade bread to soak it all up!
We practically finished ALL this food except for half the pizza and the bill was under $55. What a bargain! Service was quick and the server who helped us was attentive and helpful in helping us make our choices. I will for sure come back to try the meatballs and dessert, and give the pizza another go :)"
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Gigi B.","This place is amazing! Perfect date night spot without breaking the bank. Their pizzas are sublime, made to perfection, they have a very interesting and affordable wine menu, and their desserts are just absolutely divine!!! We had the classic Margherita with a bottle of wine and finished it off with the most amazing, life altering dessert! It was this delicious combination of orange, chocolate and tiramisu! Yumm!!! Definitely a hit! The wait on a weekend can be long, so be ready to put your name down and take a walk around the neighborhood! The wait is definitely worth it!"
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Naveed N.","Love this place. Fun and friendly atmosphere with good service, food, and drinks to boot. Came on the recommendation of a friend, and have been back twice more for drinks and pizza.
My first experience at Bar Del Corso was April 2018- three of us stopping in for dinner around 7 PM on a weekday evening. The wait was about 10 minutes, and even more painless considering you can order a drink while you wait. I have yet to experience a wait more than 5-10 minutes, but 7/8 is generally also the earliest you'll catch me out for dinner.
Parking is easy on Beacon Ave or in any of the neighborhoods perpendicular. Inside the atmosphere is very much a casual neighborhood bar/cafe vibe, with an open kitchen concept, an open area of seating between wooden beams, as well as seating at the bar. I think this serves well for any occasion whether you're having a quick/casual drink, dinner, or a decent night out in the neighborhood.
The menu is seasonal and simple with a good selection of small plates, salads, cheese/meat, and excellent Neapolitan pizzas! Can't go wrong with their salads/veggies, the Burrata is a fantastic choice, as well as the grilled octopus.
The Pizza... yes. I'd venture to say the pizza here falls confidently in my top 2/3 favorites in Seattle. Perfectly thin and wood-fire charred, the right amount of sauce and cheese, with delicious toppings. The Funghi is a great choice. They also provide you with fun pizza cutting scissors to create your own sized slices.
As for the bar- they generally have a small but good selection of beers on tap, and great cocktails at a fair price. I've been more than happy with the Aperol Spritz and Negroni here.
All things considered, Bar Del Corso hits high on every cylinder. It is convenient to get to and park, wait times aren't crazy, boasts a fun and friendly atmosphere for any occasion, and then there's the pizza.. (insert heart-eyes emoji.) This is one of those reviews that it pains me to write because I don't want it to get more busy and popular but regardless I hope you'll give it a try. Cheers!"
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Srikanth T.","It gives me no pleasure to say this but Seattle may be one of if not the worst pizza cities in America. The dollar slice spots I've been to don't even know how to operate a business let alone make a decent pizza (seriously if your business closes at 2:30 don't run out of pizza at 1:45 and stop making pizza it's not that complicated). I didn't have high expectations going into Bar Del Corso and my expectations sank when I got there and there was a long wait. On the one hand maybe it's because the pizza was good on the other hand maybe it's because there are like 3 restaurants in Beacon Hill and this was one lol. Anyways when we finally got seated and got our food this place definitely blew me away. The risotto and cheese balls were a great appetizer (they only give 3 in a tray so if you're really hungry order 2 of them) and the pizza itself was exceptional. It's by my count the only Seattle pizza place that exceeds the extremely low bar of being better than a Dominoes (no seriously dominoes might be #2). We ordered the margherita pizza - added tip get the prosciutto on there and cook it, it has a nice crisp to it. There was also a sausage and peppers pizza we got that was also excellent. And as an added bonus the owner is really friendly and does talk to customers. Apparently Megan Rapinoe used to frequent this place and she's real chummy with her, which is kind of a fun fact you can tell your friends about if that's the sort of thing you're into (hey this pizza place I went to Megan rapinoe also went to a lot!). My only negative is the wait is kind of long, but well worth it given that this is the only pizza worth going out of your way to eat in a 300 mile radius (probably).
5 Star Sriview - Megan rapinoe eats here. You wouldn't want to be against her now would you?"
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Felicia N.","Loved this little gem tucked away in Beacon Hill. We stopped by on a Wednesday night after an afternoon at Alki and didn't have to wait.
The atmosphere is casual and feels like a bustling neighborhood hang out. They have some outdoor seating in the front and the back, perfect for Seattle summers.
We ordered the Salami pizza, Vongole alla marinara, and the Arugula and frisee salad.
Everything was delicious! The pizza was incredibly thin, perfect char, and amazing ingredients. The clams were made with fresh tomatoes and came with the perfect assortment of breads to soak up the yummy sauce in. We were impressed by the salad because we make a very similar one at home... but somehow theirs was ten times better! It was perfectly dressed and balanced and the ingredients were super fresh.
Can't wait to come back to this spot and hopefully get a table outside next time! I'm very happy to support this local business."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Monica S.","One of my favorite pizza spots in Seattle! I've been here multiple times and have always had a positive experience.
They always have quite the crowd and line out the door, but we always manage to get a table in 45 minutes or less. Their menu is very straightforward and the options are good, since I don't like having a million and one options. Service is always on point, and I really enjoy the overall ambiance of the place. One minor thing, was that some of the pizzas tasted burnt to me on our last visit, but I guess that's what you get with a wood fired oven.
With your pizzas, they give you scissors to cut your pizza, and cute containers of chili oil and chili flakes on the side.
I've tried multiple pizzas and other dishes here including:
Burrata and Rapini: yum! great appetizer option that had me feeling light, but still filled us up
Corno Di Capra: one of my favorite pizzas!! delicious!
Rapini: favorite of the veggie options, that is still super hearty
Salame Piccante: good flavor!!
We got a bottle of red as well, and it was recommended to by our server, and a great recommendation it was! Will definitely be coming back in the future!"
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Kirsten T.","Arrived early for a Saturday dinner and had no trouble getting a table. Ordered a glass of wine for myself and a cider for my spouse. The cider was good but it was the smallest glass of cider I've ever seen served in a restaurant! Re-orders from the bar were very slow to arrive.
The food was really good. Tried two different salads, the rice and mozz balls, a mushroom pizza and a strawberry rhubarb dessert. Loved the salads!
The prices were fair and the service good. Alas, the restaurant is so very loud when full of diners."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Ken V.","First visit revealed a packed restaurant and the promise of a fairly lengthy wait. We decided to order takeout, and were surprised at how quickly the order was prepared while we waited. Three different versions of their pizza...each prepared very well and delicious. Three different salads offered the same results--good sourcing, delicious and balanced flavors.
It may not be fair to judge a ""sit down"" restaurant by the results of a takeout order...but they did a very good job. I look forward to my next visit being a little better planned, with an opportunity to more fully appreciate the restaurant and service."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Christine V.","I came here with my girl friend for a weekend dinner around 7, and it was pretty packed when we got there. Unfortunately, they don't take reservations but you could tell the waitress that you don't mind sitting at the bar, which was what we did and it ended up being around a 40 min wait for us.
The menu consists of small plates to share, salads, some sliced meats, cheeses, and of course, the pizzas! There is not a huge selection of pizzas to choose from, but everything sounded amazing. We were starving and ended up ordering two to share - the funghi and the margherita. Both were so so good! The pizzas were thin, had the perfect char to them, and were not overloaded with ingredients to make them fancy. The simplicity is what really helped highlight the products they use. They also bring you a pair of scissors so you can cut the pizza yourself.
Highly recommend coming here for some good Neapolitan pizza! I can't wait to come back for some more and to try some of their smaller plates also."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Jason P.","My favorite pizza place for Neapolitan style pizza, it has a great casual atmosphere, other great options beside the pizza all at a great price, if only it was open later in the night, but even with that complaint it still a five stars for me.
Bar Del Corso is just a little bit out side of downtown Seattle, on the main street of Beacon Hill, so there is free street parking available. The restaurant itself is nice and open with an interesting art on the walls. There is both bar and table seating, but can get packed in busy times.
The staff is great, they are vary laid back while still attentive. This is a very causal place to eat some great food with friends and it can get pretty loud in here.
The pizza style is Neapolitan, so it thin crust with a nice char on the bottom. There only 6 pizza options on the menu, with maybe a one or two more on the special of the night. All of the options are only a few ingredients so the pizza are fairly simple, but done really well and highlight those ingredients. Beside the pizza, there are various Italian small dishes and vegetables, and cured meats. Like the pizza, they are simple but done really well."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Joop V.","Great option for a nice and a very well priced dinner in Seattle! My friend and I met up for dinner on a weekend and we ordered 4 dish: rapini (with poached egg), arugula and beets salad, grilled octopus and beans, and a Funghi (mushroom and sausage) pizza. We both enjoyed the meal and the ambiance of the restaurant...it was a non pretentious classuc meal yet very casuso enough that you feel so comfortable hanging out there.
Our meal portion was good! Our of all the dish, I enjoyed the Rapini (fresh filling and still light and refreshing to eat with accompanied bread!) and the grilled octopus (great to have octopus once in a while for me...and I loved that they gave us plenty of bread to sop the sauce!) The most. The pizza was good too..it wasn't too oily and I loved the smell and the mix of mushroom and meat on it. The salad was ok..quite ordinary..but nothing wrong with it. I think I will skip next time to try something else. We ate a lot but yet still had some salad and pizza leftovers for the next day.
Overall, a great, busy very reasonably priced restaurant in Beacon Hill to check out!
P.S: go early when they open at 5pm! We showed up at 4:4 5pm and the line was already forming. By the time we left, there were so many people waiting for the tables! They don't take reservations...and if you don't show up around opening time, you will likely have to wait in a potentially long line for your seat!"
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Kat V.","Have you ever complained that the food was too salty? Well you don't have to worry about that here! They don't even know what salt is here at BDC! I'd argue that they don't know what flavor is either, but that may be a bit harsh, plus I'm only 1 opinion.
We ordered the meatballs along with a margherita pizza and despite appearing delicious they were both MEH -- nothing special, almost bland! Very disappointing because I've never encountered such bland Italian food. I'll say though that the pizza crust was nice and thin and crisp, but the taste of charred crust was really all I tasted, and not because it was overpowering but because the sauce tasted like only a whisper of marinara.
There are much better Italian eateries around. Try Cascina Spinasse or Pizza Credo."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Bryan K.","Bar Del Corso is a quintessential neighborhood gem of a restaurant. I've heard so many good things about Bar Del Corso, now I'm kicking myself for not trying it sooner. I came with a friend on a Friday night around 6 and it was packed. Despite all the people waiting for a table, the wait only about 15 minutes.
The menu is quite small, but packed with goodness. We got the Suppli a Telefono (risotto balls), Polpettine (meatballs), and Funghi pizza. Risotto balls were the bomb. Rice and cheese rolled into a ball and fried golden brown. These are the kind of balls you want in your mouth... Meatballs were also very good served in a rich marinara sauce with slices of bread. Finally, the pizza is awesome. The crust is impossibly thin, yet still has structure, bite and the right amount of char. This is some of the best pizza in Seattle. The pizza comes uncut, with a pair of scissors so you can cut your own slices. You can cut once and say you only had 2 slices. The total came to a little over $30 for 2 which is an absolute steal. They don't have Happy Hour, but with these prices it's basically always Happy Hour.
The restaurant has the feel of an old local Italian joint with long bar area, open kitchen and large pizza oven roaring in the back. The staff was excellent and I can't say enough about the waitress that was running the double duty as the hostess. She really kept everything in check. If you can't tell, I'm in love with this place. I'm already plotting my next trip back."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Julianna P.","This place have awesome vibe but is very crowded. Expect to be bump into lot of times. There is really not much space to work with. Food is delicious. Servers are great and very helpful. Parking around the area is a nightmare when you decide to venture out for dinner. Also you will probably be waiting a lot to be seated. Prices are ok."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Ben C.","My hunt for my favorite pizza place in Seattle brought me here tonight. This is obviously a very popular establishment; even on a Wednesday night it was fully packed with a wait.
Living by the motto that any pizza is a personal pizza if you just believe in yourself, I ordered a margherita pizza. Really, if a neapolitan is done well, this is all you need.
The dough is paper thin yet doesn't get super crispy, aside from the proper scalding that the crust itself takes. The pizza is also well flavored, and very fairly priced for what you get. Overall I'm definitely a fan and will surely make it back here."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Allison D.","Have been coming here since it opened several years ago and they continue to be a neighborhood favorite for all the right reasons. Consistently great food, fun drinks menu, friendly service, great ambiance and a place to run into your neighbors. As the neighborhood changes and provides a larger restaurant mix we're more apt to find ourselves seated next to someone who has ""traveled"" from Madison Park or Belltown because BDC's reputation has spread, and deservedly so. The owners remain present and engaged, keeping the quality high. They've created a great menu, which is broad enough to offer something for most everyone, but small enough that attention to detail remains. Last night's squash blossoms were amazing, as was the cucumber, sun gold tomato and Burrata plate. So glad we managed to save room for the Affogato for dessert. Another lovely evening."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Lauren P.","Absolutely love this Neapolitan style pizza place. They cook them just right and make some good appetizers that I think must rotate. We have had meatballs that were perfectly seasoned with the best texture: not too dense, not too meaty. The atmosphere is very welcoming and we haven't had to wait for a spot, as there's typically space at the bar when all the tables are full. Definitely recommend if it you're open to pizzas other than Chicago/NY style."
"Bar Del Corso","https://www.yelp.com/biz/bar-del-corso-seattle?osq=Italian+Food","Marie B.","Totally floored that it has been over three years since my third visit to Bar del Corso in Seattle's Beacon Hill neighborhood (7/14/17).
After another 10 hour workday, I drove in southbound traffic from Lynnwood (630pm Friday!) blasting my stereo with the occasional expletive....but darn it, I was on ravenous mission to have a real dinner. Lunch was via work vendor machine and long depleted.
Surprisingly, there was not crowd waiting for a table! I was able to be seated at 730pm on a Friday, come as you are, with no reservations...almost unheard of these days. Perusing the menu, one can practically feel the stress and fatigue melt away.
The outdoor seating, bar area, and indoor dining area were fairly full which kept the wait staff hopping and the conversation din dialed up. Lots of visual distractions from art work, food presentation, people watching which enhanced my dining experience.
Nice selection of beverages, especially with a full bar. Ordered a pint of local brew ($5.50), and for me copious refills of iced water.
Starter small plates, but generously sized, selected the Vongole alla Marinara ($10) with house bread and Burrata with heirloom and cherry tomatoes ($11). The latter was literally summer on a plate...creamy burrata on crostini, sweetest tomatoes, enhanced by the fresh basil, evoo, sea salt, and balsamic vinegar. Mmmmm!
Pizzas arrived well timed from their lovely Italian wood fired oven. Definitely experienced pizzaiolos! One also receives large shears to cut slices as big or small as you want. Last time I saw this was at the late Pizzeria Gabbiano.
Got filled up on starters, so boxed up the Romana ($13.50) with added mozzarella di bufala ($3.50) and the highly recommended Funghi ($14). This one had Crimini mushrooms, housemade sausage, cherry tomatoes with fontina and pecorino cheeses. Perfect composition!
Dessert were slices of Chocolate Hazelnut Gianduja cake served warm with whipped cream ($8 each). Just wished it had little to no powdered sugar.
Murphy's Law the gaming teenager, The Homie, texts me and now decides he's starving. So I placed an additional takeout order for Suppli al Telefono (aka aracini, $6) and Polpettine ($10)...the latter are 5 massive meatballs in sauce, not a Star Wars emperor. More slices of house bread were also kindly included. Kept piping hot enroute to Shoreline.
Also, bought a $25 gift certificate for my DPT who just moved from Mercer Island to Beacon Hill. Figured get him acquainted with a terrific, well established neighborhood spot!
Bar del Corso remains well worth the visit. Welcoming. Pleasant staff. Excellent cuisine. Just knocked off one collective Yelp star because of the wait during peak time, tried to turn our table over sooner as the later crowd was resurging. Also, the chairs aren't designed for lingering.
By all means, definitely do not wait over three years between visits! Praiseworthy, therapeutic dinner!"
